Typ,Alter,Einkommen,Preis,Geschlecht,Zeit,KundeNR,Niederlassung
Kunde,64,79138.0,114319.8,0,59.0,K0112,Nordrhein-Westfalen
Kunde,54,70130.0,127478.45,1,46.0,K0227,Hessen
Kunde,66,74400.0,114577.68,1,51.0,K0824,Bayern
Kunde,53,59879.0,92542.02,1,39.0,K0104,Niedersachsen
Kunde,34,39127.0,71127.46,0,27.0,K0422,Thüringen
Kunde,52,77055.0,121764.28,1,60.0,K0420,Baden-Württemberg
Kunde,64,91409.0,140161.07,1,76.0,K0897,Sachsen
Kunde,66,86787.0,127064.84,0,54.0,K0587,Hessen
Kunde,68,80968.0,135002.85,1,47.0,K0931,Sachsen
Kunde,38,45470.0,72615.51,1,40.0,K0673,Sachsen
Kunde,68,80444.0,131551.59,1,44.0,K0120,Thüringen
Kunde,31,33214.0,58416.51,1,31.0,K0054,Sachsen
Kunde,68,73781.0,120941.76,0,55.0,K0152,Baden-Württemberg
Kunde,58,54668.0,99426.78,1,42.0,K0404,Baden-Württemberg
Kunde,48,45545.0,75700.83,0,30.0,K1103,Berlin
Kunde,32,35961.0,42830.37,0,28.0,K0208,Niedersachsen
Kunde,34,43862.0,91438.09,1,32.0,K0659,Sachsen
Kunde,69,84021.0,133358.19,1,56.0,K1005,Baden-Württemberg
Kunde,58,48755.0,95736.22,1,43.0,K0911,Bayern
Kunde,40,50085.0,68956.52,0,42.0,K0009,Bayern
Kunde,58,67540.0,106543.4,1,47.0,K0960,Bayern
Kunde,47,63067.0,102867.75,1,41.0,K0037,Bayern
Kunde,42,47953.0,65155.0,1,45.0,K0453,Bayern
Kunde,70,86609.0,142906.55,1,60.0,K0652,Bayern
Kunde,67,53207.0,90531.33,1,41.0,K0254,Nordrhein-Westfalen
Kunde,64,82125.0,99958.46,0,66.0,K0304,Berlin
Kunde,40,40278.0,45917.71,1,37.0,K0893,Bayern
Kunde,70,80568.0,120515.75,0,43.0,K0572,Nordrhein-Westfalen
Kunde,62,70035.0,98348.59,1,52.0,K0624,Niedersachsen
Kunde,33,41209.0,56426.61,1,30.0,K0849,Baden-Württemberg
Kunde,63,80414.0,101554.64,1,49.0,K1104,Sachsen
Kunde,35,41525.0,75726.31,1,30.0,K0851,Bayern
Kunde,47,67211.0,84216.96,1,45.0,K0263,Thüringen
Kunde,37,48132.0,63544.0,1,32.0,K0611,Bayern
Kunde,64,72069.0,116154.84,1,47.0,K0298,Berlin
Kunde,68,107689.0,165482.31,1,60.0,K0415,Niedersachsen
Kunde,54,56914.0,83783.08,0,36.0,K0151,Berlin
Kunde,62,73197.0,115604.15,0,41.0,K0939,Hessen
Kunde,57,40366.0,58229.04,1,23.0,K0779,Berlin
Kunde,47,55970.0,76520.05,1,40.0,K0641,Sachsen
Kunde,70,73211.0,121272.09,0,64.0,K1040,Sachsen
Kunde,51,51743.0,91562.01,1,42.0,K0551,Baden-Württemberg
Kunde,62,75303.0,116978.57,1,48.0,K0942,Nordrhein-Westfalen
Kunde,66,64077.0,109821.52,1,48.0,K0489,Nordrhein-Westfalen
Kunde,35,35300.0,58384.57,1,33.0,K0820,Baden-Württemberg
Kunde,67,71177.0,112500.75,1,57.0,K0711,Baden-Württemberg
Kunde,59,79235.0,130383.85,0,68.0,K0148,Thüringen
Kunde,49,52215.0,87326.82,1,37.0,K0147,Niedersachsen
Kunde,48,54204.0,86153.64,0,54.0,K0863,Nordrhein-Westfalen
Kunde,45,40446.0,76851.18,0,41.0,K0346,Brandenburg
Kunde,69,79491.0,127058.7,1,74.0,K0885,Nordrhein-Westfalen
Kunde,38,46165.0,60325.44,1,35.0,K1036,Berlin
Kunde,60,56507.0,84172.64,0,41.0,K0660,Berlin
Kunde,65,69167.0,110950.37,1,42.0,K0771,Niedersachsen
Kunde,52,81387.0,91299.91,1,55.0,K0349,Hessen
Kunde,39,47664.0,71040.72,1,36.0,K0464,Berlin
Kunde,31,43389.0,52734.87,0,47.0,K0326,Sachsen
Kunde,31,39617.0,60089.79,1,35.0,K0187,Berlin
Kunde,44,52258.0,72060.58,0,47.0,K0124,Bayern
Kunde,57,76694.0,120681.69,0,58.0,K1016,Bayern
Kunde,53,66225.0,78191.01,1,49.0,K0609,Hessen
Kunde,35,56593.0,74955.3,1,51.0,K0144,Brandenburg
Kunde,57,60125.0,89090.25,1,41.0,K0752,Bayern
Kunde,58,56452.0,86683.9,0,37.0,K1082,Baden-Württemberg
Kunde,63,76247.0,103879.52,1,40.0,K0198,Niedersachsen
Kunde,57,81624.0,123507.46,1,63.0,K0610,Berlin
Kunde,32,55589.0,60798.72,0,44.0,K0837,Berlin
Kunde,41,28790.0,55293.51,0,44.0,K0280,Niedersachsen
Kunde,62,68397.0,92611.11,0,49.0,K0294,Hessen
Kunde,65,52291.0,83234.33,0,40.0,K0989,Sachsen
Kunde,45,46062.0,61105.39,1,25.0,K0401,Nordrhein-Westfalen
Kunde,44,57848.0,81081.18,1,43.0,K0123,Bayern
Kunde,62,73353.0,104733.83,0,51.0,K0184,Berlin
Kunde,62,75407.0,115505.36,1,55.0,K0203,Brandenburg
Kunde,49,63205.0,92627.74,0,35.0,K0439,Berlin
Kunde,38,46525.0,80802.74,1,34.0,K0836,Bayern
Kunde,49,73660.0,107200.27,1,51.0,K0247,Bayern
Kunde,65,72055.0,105462.29,1,51.0,K0416,Brandenburg
Kunde,54,55557.0,72637.98,1,38.0,K0927,Bayern
Kunde,70,77481.0,114318.99,1,60.0,K0914,Baden-Württemberg
Kunde,63,69742.0,94365.56,1,43.0,K1050,Berlin
Kunde,64,65754.0,95513.44,1,53.0,K0918,Hamburg
Kunde,33,47124.0,79603.78,1,35.0,K0053,Bayern
Kunde,33,37491.0,53138.58,0,32.0,K0130,Niedersachsen
Kunde,34,27982.0,31074.53,0,28.0,K0638,Bayern
Kunde,51,58438.0,90811.71,1,52.0,K0403,Baden-Württemberg
Kunde,67,69567.0,128522.22,1,53.0,K0935,Brandenburg
Kunde,34,23826.0,48808.86,0,34.0,K0921,Niedersachsen
Kunde,45,62178.0,85463.8,1,46.0,K0736,Baden-Württemberg
Kunde,44,68447.0,96292.93,0,47.0,K0855,Sachsen
Kunde,53,59694.0,91743.18,1,40.0,K1053,Sachsen
Kunde,69,74254.0,102553.46,1,63.0,K0220,Bayern
Kunde,61,74239.0,106676.91,1,65.0,K0642,Thüringen
Kunde,58,65271.0,106258.99,1,44.0,K0002,Nordrhein-Westfalen
Kunde,60,73978.0,109383.25,0,44.0,K0899,Baden-Württemberg
Kunde,59,80507.0,122494.92,1,52.0,K1076,Baden-Württemberg
Kunde,36,27831.0,38628.85,0,37.0,K0081,Bayern
Kunde,49,58030.0,102268.68,1,38.0,K0625,Nordrhein-Westfalen
Kunde,67,88160.0,116308.36,0,67.0,K0997,Hessen
Kunde,69,80988.0,130219.27,0,57.0,K0909,Baden-Württemberg
Kunde,30,40170.0,63566.56,1,44.0,K0387,Hessen
Kunde,59,63905.0,94428.01,1,38.0,K1092,Bayern
Kunde,33,41016.0,61945.93,0,36.0,K0807,Bayern
Kunde,57,57867.0,78941.48,0,35.0,K0510,Bayern
Kunde,65,73022.0,100337.77,0,64.0,K0268,Niedersachsen
Kunde,67,78366.0,109630.95,1,55.0,K0973,Nordrhein-Westfalen
Kunde,64,67455.0,116446.72,1,38.0,K0442,Nordrhein-Westfalen
Kunde,46,46352.0,76759.63,1,22.0,K0497,Bayern
Kunde,33,34894.0,60765.14,1,29.0,K0830,Baden-Württemberg
Kunde,66,70138.0,102407.29,1,59.0,K0113,Berlin
Kunde,59,61988.0,83817.23,0,34.0,K0692,Baden-Württemberg
Kunde,45,62886.0,91266.15,1,50.0,K0233,Nordrhein-Westfalen
Kunde,65,82579.0,119442.59,0,52.0,K0472,Nordrhein-Westfalen
Kunde,41,38158.0,49170.73,0,37.0,K0608,Nordrhein-Westfalen
Kunde,43,41643.0,68969.85,0,25.0,K0672,Berlin
Kunde,42,63339.0,90132.53,1,54.0,K0374,Nordrhein-Westfalen
Kunde,50,45848.0,48780.22,1,47.0,K0827,Hessen
Kunde,52,58625.0,113237.35,1,46.0,K0664,Sachsen
Kunde,42,41463.0,74976.67,1,43.0,K1004,Baden-Württemberg
Kunde,55,66624.0,94540.15,1,36.0,K0234,Hessen
Kunde,66,95730.0,138765.11,1,63.0,K0819,Nordrhein-Westfalen
Kunde,62,66385.0,110890.06,1,45.0,K0936,Hessen
Kunde,30,28784.0,42416.07,1,34.0,K0677,Berlin
Kunde,54,72215.0,117790.98,1,42.0,K0318,Sachsen
Kunde,42,55975.0,80767.86,0,38.0,K0649,Nordrhein-Westfalen
Kunde,45,60218.0,102902.04,1,41.0,K0411,Hamburg
Kunde,40,40385.0,60570.44,0,38.0,K1044,Baden-Württemberg
Kunde,63,58435.0,87561.26,1,47.0,K0710,Thüringen
Kunde,51,40228.0,64816.33,1,31.0,K0359,Hessen
Kunde,64,64196.0,107141.39,1,48.0,K0259,Bayern
Kunde,56,81045.0,125101.5,0,58.0,K0745,Berlin
Kunde,58,49747.0,77878.69,1,48.0,K0628,Hamburg
Kunde,34,65070.0,98105.63,1,57.0,K0633,Hamburg
Kunde,59,76842.0,94309.74,0,47.0,K0283,Baden-Württemberg
Kunde,46,40684.0,66968.71,1,36.0,K0377,Niedersachsen
Kunde,41,46713.0,49617.32,1,40.0,K0385,Bayern
Kunde,40,50730.0,69432.02,1,30.0,K0225,Baden-Württemberg
Kunde,61,59927.0,100903.48,1,47.0,K1079,Baden-Württemberg
Kunde,51,47827.0,71298.43,1,39.0,K0967,Thüringen
Kunde,54,60025.0,74740.62,1,42.0,K0473,Berlin
Kunde,41,62740.0,91641.0,0,52.0,K0348,Niedersachsen
Kunde,48,45333.0,65343.65,1,40.0,K0506,Hessen
Kunde,30,41029.0,70761.65,0,32.0,K0640,Hessen
Kunde,32,23753.0,40179.55,0,22.0,K1099,Bayern
Kunde,46,51329.0,77922.3,1,32.0,K0798,Thüringen
Kunde,42,48275.0,70990.88,1,42.0,K0340,Thüringen
Kunde,65,60136.0,116989.74,1,44.0,K0556,Hessen
Kunde,65,55071.0,90033.88,1,41.0,K0620,Niedersachsen
Kunde,43,52541.0,79916.64,0,36.0,K1020,Hessen
Kunde,62,79399.0,125617.3,0,56.0,K0955,Baden-Württemberg
Kunde,54,64748.0,104496.28,1,47.0,K0646,Bayern
Kunde,62,57795.0,85730.62,0,38.0,K1008,Niedersachsen
Kunde,35,59218.0,89824.77,0,33.0,K0557,Berlin
Kunde,60,71186.0,115349.19,1,53.0,K0682,Hessen
Kunde,54,55199.0,64942.31,1,59.0,K0578,Baden-Württemberg
Kunde,39,61809.0,80843.31,1,44.0,K0796,Nordrhein-Westfalen
Kunde,53,61613.0,99068.03,1,50.0,K0086,Brandenburg
Kunde,64,71112.0,121577.09,1,55.0,K0243,Hamburg
Kunde,31,44046.0,51186.35,1,31.0,K0699,Thüringen
Kunde,69,72349.0,103823.85,1,61.0,K0839,Baden-Württemberg
Kunde,35,55716.0,63069.62,1,25.0,K0160,Sachsen
Kunde,43,53186.0,93969.09,1,43.0,K0525,Hamburg
Kunde,68,79182.0,125939.52,1,48.0,K0036,Baden-Württemberg
Kunde,38,59079.0,92587.82,1,56.0,K0541,Berlin
Kunde,70,95326.0,133593.66,1,66.0,K0171,Baden-Württemberg
Kunde,50,48277.0,88936.09,1,47.0,K0655,Nordrhein-Westfalen
Kunde,50,78249.0,114846.09,1,55.0,K0749,Nordrhein-Westfalen
Kunde,69,59013.0,125140.05,1,65.0,K1021,Bayern
Kunde,69,77887.0,126098.91,0,51.0,K1009,Hessen
Kunde,61,94363.0,137974.71,1,50.0,K0485,Bayern
Kunde,60,61431.0,105250.41,1,33.0,K0734,Bayern
Kunde,34,46252.0,62891.18,0,39.0,K0900,Berlin
Kunde,57,60138.0,102300.93,1,35.0,K0096,Baden-Württemberg
Kunde,48,57825.0,94299.04,1,31.0,K0564,Thüringen
Kunde,38,35214.0,50205.8,1,32.0,K0241,Bayern
Kunde,61,65648.0,100202.5,0,51.0,K0743,Berlin
Kunde,49,60621.0,81988.0,1,41.0,K0864,Hessen
Kunde,32,61059.0,81549.78,0,47.0,K0575,Nordrhein-Westfalen
Kunde,59,60769.0,72785.83,1,53.0,K0691,Baden-Württemberg
Kunde,37,60379.0,83542.5,0,59.0,K0461,Thüringen
Kunde,38,51844.0,60596.45,1,31.0,K0892,Sachsen
Kunde,54,71830.0,113981.18,1,44.0,K0554,Bayern
Kunde,55,75123.0,97596.04,1,55.0,K0858,Nordrhein-Westfalen
Kunde,30,29432.0,61522.97,0,28.0,K1032,Nordrhein-Westfalen
Kunde,58,46940.0,78383.96,0,36.0,K0207,Baden-Württemberg
Kunde,45,52953.0,69536.92,1,36.0,K0393,Brandenburg
Kunde,57,68942.0,96688.41,0,51.0,K0795,Nordrhein-Westfalen
Kunde,67,73602.0,124908.81,1,56.0,K0871,Nordrhein-Westfalen
Kunde,32,58361.0,71055.84,0,46.0,K0398,Nordrhein-Westfalen
Kunde,51,71583.0,99159.39,0,59.0,K0767,Baden-Württemberg
Kunde,41,50856.0,87967.12,1,42.0,K1010,Nordrhein-Westfalen
Kunde,70,73363.0,111223.31,0,54.0,K0218,Hamburg
Kunde,50,56621.0,92898.67,0,40.0,K0005,Bayern
Kunde,46,49781.0,73484.48,0,48.0,K0769,Hessen
Kunde,40,43259.0,58493.0,1,36.0,K0643,Niedersachsen
Kunde,58,67418.0,95613.26,0,65.0,K0462,Bayern
Kunde,31,27160.0,40495.11,0,26.0,K0943,Bayern
Kunde,65,60902.0,114790.5,1,52.0,K0613,Niedersachsen
Kunde,69,67799.0,99345.38,0,55.0,K0739,Bayern
Kunde,67,81679.0,124223.23,0,57.0,K0961,Bayern
Kunde,67,74189.0,118596.14,0,44.0,K0547,Baden-Württemberg
Kunde,60,70775.0,101574.15,0,64.0,K0987,Baden-Württemberg
Kunde,34,52759.0,77110.67,1,53.0,K0726,Niedersachsen
Kunde,58,68451.0,114851.71,1,45.0,K1097,Nordrhein-Westfalen
Kunde,68,84609.0,123507.33,1,54.0,K0684,Baden-Württemberg
Kunde,37,48532.0,68786.85,0,32.0,K0099,Hessen
Kunde,49,69675.0,92342.53,1,51.0,K0805,Baden-Württemberg
Kunde,35,24355.0,55167.61,1,32.0,K0728,Hessen
Kunde,30,36552.0,51200.08,0,21.0,K0574,Baden-Württemberg
Kunde,34,44113.0,69211.99,1,34.0,K0407,Sachsen
Kunde,65,68189.0,97143.57,0,36.0,K0503,Nordrhein-Westfalen
Kunde,64,77668.0,116246.65,0,63.0,K0048,Baden-Württemberg
Kunde,36,24397.0,32833.88,0,38.0,K0033,Baden-Württemberg
Kunde,37,44420.0,51519.02,1,26.0,K0930,Bayern
Kunde,52,60063.0,109287.55,1,31.0,K0780,Niedersachsen
Kunde,66,94518.0,119618.58,0,62.0,K0840,Thüringen
Kunde,40,55005.0,76273.78,1,47.0,K0201,Berlin
Kunde,44,43460.0,71339.81,0,45.0,K0135,Hessen
Kunde,57,83306.0,112854.14,1,53.0,K0028,Sachsen
Kunde,38,55278.0,95883.59,1,46.0,K0041,Baden-Württemberg
Kunde,38,54775.0,75261.51,1,40.0,K1018,Hamburg
Kunde,64,89881.0,120551.98,0,55.0,K0231,Hessen
Kunde,41,57422.0,75053.42,1,47.0,K0490,Nordrhein-Westfalen
Kunde,37,30511.0,63585.76,0,29.0,K0773,Niedersachsen
Kunde,57,66962.0,103890.1,1,47.0,K0379,Sachsen
Kunde,63,65128.0,111253.56,1,42.0,K0289,Berlin
Kunde,66,80562.0,121433.27,1,48.0,K0419,Bayern
Kunde,30,23168.0,38984.74,1,23.0,K0392,Thüringen
Kunde,70,76112.0,107199.46,1,60.0,K0593,Sachsen
Kunde,56,65663.0,107678.5,1,55.0,K0648,Hessen
Kunde,52,77888.0,105968.69,1,59.0,K0521,Bayern
Kunde,44,47332.0,84281.71,0,36.0,K0065,Baden-Württemberg
Kunde,32,43022.0,50811.55,1,36.0,K0015,Sachsen
Kunde,54,65610.0,78467.12,1,59.0,K0493,Berlin
Kunde,55,69487.0,93455.52,1,50.0,K0380,Thüringen
Kunde,55,76066.0,112809.53,0,52.0,K0188,Hamburg
Kunde,56,76011.0,125585.18,1,63.0,K0764,Nordrhein-Westfalen
Kunde,36,51478.0,90484.89,1,32.0,K0217,Bayern
Kunde,44,52628.0,80768.14,0,47.0,K0792,Bayern
Kunde,39,50202.0,86793.36,1,30.0,K0879,Bayern
Kunde,54,58380.0,89265.3,1,45.0,K0338,Hessen
Kunde,39,57156.0,77986.08,1,39.0,K0720,Baden-Württemberg
Kunde,48,51210.0,64363.81,1,29.0,K0296,Bayern
Kunde,60,57664.0,95386.14,0,51.0,K1017,Hessen
Kunde,31,36628.0,58605.27,0,33.0,K0456,Berlin
Kunde,69,77676.0,126864.71,1,62.0,K0816,Nordrhein-Westfalen
Kunde,33,38152.0,68310.6,0,26.0,K0270,Baden-Württemberg
Kunde,69,65252.0,105771.99,1,42.0,K0996,Berlin
Kunde,45,49088.0,80749.79,0,39.0,K0202,Niedersachsen
Kunde,56,66685.0,110938.59,1,55.0,K0162,Hessen
Kunde,42,22279.0,61502.53,1,20.0,K0730,Sachsen
Kunde,66,85534.0,122017.62,1,59.0,K0402,Sachsen
Kunde,63,81261.0,109555.23,1,48.0,K0703,Bayern
Kunde,32,26878.0,50126.6,1,36.0,K0566,Bayern
Kunde,70,84074.0,144045.32,1,57.0,K1022,Baden-Württemberg
Kunde,30,52514.0,76020.69,1,27.0,K1026,Niedersachsen
Kunde,45,54276.0,88859.4,1,43.0,K0206,Baden-Württemberg
Kunde,38,48364.0,85707.42,1,35.0,K0035,Bayern
Kunde,51,69957.0,102053.63,0,51.0,K0776,Bayern
Kunde,36,40554.0,68345.72,1,24.0,K0509,Baden-Württemberg
Kunde,57,78835.0,112307.45,1,55.0,K1091,Baden-Württemberg
Kunde,62,71666.0,107104.52,1,59.0,K0092,Thüringen
Kunde,59,79283.0,105625.52,1,59.0,K0898,Berlin
Kunde,68,61693.0,111218.49,0,52.0,K0565,Nordrhein-Westfalen
Kunde,43,57981.0,96036.67,0,55.0,K0777,Niedersachsen
Kunde,70,80732.0,116569.27,1,52.0,K0242,Baden-Württemberg
Kunde,53,70398.0,102062.3,0,48.0,K0014,Sachsen
Kunde,32,53135.0,81152.36,1,53.0,K0316,Baden-Württemberg
Kunde,40,53679.0,77410.61,1,41.0,K0601,Berlin
Kunde,63,82564.0,124742.75,1,59.0,K0388,Bayern
Kunde,44,47834.0,69642.73,1,44.0,K0167,Berlin
Kunde,65,62961.0,106364.96,1,56.0,K0841,Baden-Württemberg
Kunde,31,27501.0,39695.86,1,22.0,K0021,Hessen
Kunde,51,61555.0,101804.21,0,36.0,K0647,Hamburg
Kunde,40,42128.0,78281.31,1,40.0,K0832,Niedersachsen
Kunde,55,45218.0,69467.58,1,34.0,K0563,Berlin
Kunde,48,43335.0,67948.2,1,27.0,K1078,Nordrhein-Westfalen
Kunde,32,43583.0,75274.62,0,37.0,K0687,Baden-Württemberg
Kunde,56,42003.0,84471.99,0,43.0,K0958,Hessen
Kunde,35,41741.0,52271.78,0,38.0,K0190,Hamburg
Kunde,65,79589.0,117896.45,0,57.0,K0976,Hessen
Kunde,40,76423.0,101008.49,0,51.0,K0700,Bayern
Kunde,43,59012.0,91000.76,1,44.0,K0511,Baden-Württemberg
Kunde,59,59013.0,92837.59,0,46.0,K1083,Baden-Württemberg
Kunde,65,58270.0,85983.74,1,38.0,K0475,Berlin
Kunde,37,57504.0,78406.83,1,40.0,K0857,Berlin
Kunde,48,59014.0,97451.48,1,48.0,K0748,Bayern
Kunde,65,70212.0,102160.74,1,45.0,K0253,Hessen
Kunde,50,49026.0,79076.93,0,36.0,K0022,Berlin
Kunde,55,61750.0,93666.44,1,52.0,K0460,Nordrhein-Westfalen
Kunde,32,34846.0,48990.25,0,25.0,K0277,Baden-Württemberg
Kunde,59,68568.0,95476.41,0,41.0,K0956,Baden-Württemberg
Kunde,30,62318.0,93943.58,1,50.0,K0386,Hessen
Kunde,54,84027.0,117270.4,1,58.0,K0806,Niedersachsen
Kunde,30,29264.0,54886.03,1,21.0,K0344,Berlin
Kunde,55,71467.0,89954.18,1,59.0,K0770,Hessen
Kunde,59,68825.0,83303.72,0,60.0,K0131,Brandenburg
Kunde,66,58457.0,79415.76,1,35.0,K0872,Bayern
Kunde,46,46384.0,82034.0,1,37.0,K0088,Sachsen
Kunde,69,96516.0,142208.17,1,64.0,K0331,Baden-Württemberg
Kunde,70,69581.0,103751.58,1,51.0,K0467,Thüringen
Kunde,38,48301.0,64230.98,1,33.0,K0122,Niedersachsen
Kunde,67,63547.0,103123.57,1,41.0,K1045,Berlin
Kunde,37,32686.0,49215.87,1,36.0,K1096,Baden-Württemberg
Kunde,55,71240.0,106132.59,1,49.0,K0861,Bayern
Besucher,30,39919.1,,0,29.0,K1814,Bayern
Besucher,41,53430.67,,0,27.0,K1544,Baden-Württemberg
Besucher,64,73163.22,,0,32.0,K1945,Baden-Württemberg
Besucher,41,36761.48,,0,44.0,K1825,Baden-Württemberg
Besucher,35,42684.33,,1,33.0,K1144,Nordrhein-Westfalen
Besucher,67,63881.03,,1,27.0,K1395,Berlin
Besucher,46,68885.02,,0,59.0,K1405,Nordrhein-Westfalen
Besucher,63,63083.29,,0,40.0,K1438,Niedersachsen
Besucher,30,55256.45,,1,31.0,K1313,Baden-Württemberg
Besucher,32,44873.24,,0,44.0,K1241,Sachsen
Besucher,66,75200.53,,0,35.0,K1242,Berlin
Besucher,61,59560.06,,0,37.0,K1801,Nordrhein-Westfalen
Besucher,66,90643.13,,1,25.0,K1590,Baden-Württemberg
Besucher,68,80553.39,,0,56.0,K1349,Baden-Württemberg
Besucher,39,42543.25,,1,30.0,K1449,Hessen
Besucher,40,33126.11,,0,34.0,K1958,Baden-Württemberg
Besucher,44,62175.96,,1,33.0,K1726,Berlin
Besucher,49,51900.08,,0,40.0,K1758,Bayern
Besucher,48,59967.31,,1,21.0,K1991,Hessen
Besucher,36,33884.97,,0,49.0,K1215,Bayern
Besucher,66,67587.21,,1,37.0,K1399,Nordrhein-Westfalen
Besucher,31,38844.34,,1,21.0,K1552,Berlin
Besucher,61,66782.63,,0,25.0,K1297,Nordrhein-Westfalen
Besucher,40,54891.45,,0,46.0,K1787,Baden-Württemberg
Besucher,49,59388.52,,0,21.0,K1643,Baden-Württemberg
Besucher,62,92892.64,,0,14.0,K1924,Nordrhein-Westfalen
Besucher,36,36252.28,,1,46.0,K1135,Hamburg
Besucher,45,54233.59,,1,37.0,K1778,Niedersachsen
Besucher,64,84876.3,,0,34.0,K1168,Baden-Württemberg
Besucher,50,60708.23,,0,44.0,K1501,Hessen
Besucher,45,54500.54,,0,30.0,K1982,Hamburg
Besucher,31,34101.76,,1,46.0,K1246,Bayern
Besucher,50,55260.85,,0,46.0,K1898,Brandenburg
Besucher,52,71014.31,,1,21.0,K1340,Bayern
Besucher,34,53036.01,,0,46.0,K1309,Bayern
Besucher,67,79728.14,,1,22.0,K1725,Thüringen
Besucher,31,26637.98,,1,30.0,K1128,Niedersachsen
Besucher,38,48808.07,,1,54.0,K1303,Baden-Württemberg
Besucher,46,61964.35,,0,57.0,K1947,Bayern
Besucher,31,27594.39,,0,49.0,K1844,Bayern
Besucher,68,83333.57,,1,33.0,K1225,Bayern
Besucher,48,54207.39,,0,45.0,K1582,Nordrhein-Westfalen
Besucher,40,65585.39,,0,43.0,K1942,Bayern
Besucher,37,39421.71,,1,38.0,K1895,Berlin
Besucher,69,108569.09,,1,47.0,K1467,Nordrhein-Westfalen
Besucher,69,91625.0,,1,21.0,K1191,Niedersachsen
Besucher,43,67392.46,,0,45.0,K1172,Nordrhein-Westfalen
Besucher,52,68557.64,,0,27.0,K1455,Sachsen
Besucher,37,51083.83,,0,41.0,K1315,Baden-Württemberg
Besucher,51,52205.09,,0,42.0,K1764,Baden-Württemberg
Besucher,68,96580.06,,0,30.0,K1553,Nordrhein-Westfalen
Besucher,63,80825.88,,1,50.0,K1925,Berlin
Besucher,63,56999.13,,1,50.0,K1465,Berlin
Besucher,66,64794.73,,1,35.0,K1907,Berlin
Besucher,50,75601.53,,0,31.0,K1385,Thüringen
Besucher,35,32469.35,,1,24.0,K1690,Bayern
Besucher,53,51711.71,,1,37.0,K1175,Baden-Württemberg
Besucher,62,75231.18,,1,44.0,K1404,Baden-Württemberg
Besucher,39,37428.12,,1,37.0,K1316,Niedersachsen
Besucher,53,75785.77,,0,49.0,K1149,Bayern
Besucher,39,30485.19,,1,44.0,K1513,Hamburg
Besucher,60,70853.56,,1,30.0,K1551,Baden-Württemberg
Besucher,41,57516.9,,1,39.0,K1531,Berlin
Besucher,37,66419.25,,1,28.0,K1273,Thüringen
Besucher,45,62279.13,,1,27.0,K1301,Baden-Württemberg
Besucher,52,70297.21,,0,51.0,K1877,Nordrhein-Westfalen
Besucher,37,65035.0,,1,44.0,K1177,Niedersachsen
Besucher,36,41668.05,,0,40.0,K1527,Bayern
Besucher,43,49480.58,,1,23.0,K1637,Baden-Württemberg
Besucher,54,56292.71,,1,36.0,K1696,Hamburg
Besucher,67,78307.65,,0,35.0,K1417,Hamburg
Besucher,37,43614.88,,1,34.0,K1416,Bayern
Besucher,49,76602.79,,1,19.0,K1994,Berlin
Besucher,42,58051.96,,0,25.0,K1940,Baden-Württemberg
Besucher,46,51857.86,,1,44.0,K1938,Nordrhein-Westfalen
Besucher,68,79291.16,,0,36.0,K1710,Nordrhein-Westfalen
Besucher,70,76105.63,,0,25.0,K1872,Hessen
Besucher,58,68691.18,,1,37.0,K1644,Nordrhein-Westfalen
Besucher,43,48849.87,,0,36.0,K1462,Brandenburg
Besucher,65,92223.19,,1,41.0,K1359,Baden-Württemberg
Besucher,69,85613.26,,1,28.0,K1371,Hessen
Besucher,47,53430.97,,1,30.0,K1171,Berlin
Besucher,41,34560.06,,0,34.0,K1424,Baden-Württemberg
Besucher,38,46846.65,,0,46.0,K1883,Baden-Württemberg
Besucher,44,53482.31,,1,33.0,K1279,Bayern
Besucher,35,29395.64,,1,28.0,K1598,Baden-Württemberg
Besucher,40,68282.05,,1,15.0,K1320,Hamburg
Besucher,45,66573.49,,0,52.0,K1414,Nordrhein-Westfalen
Besucher,39,44825.25,,0,45.0,K1927,Baden-Württemberg
Besucher,38,40638.12,,1,46.0,K1355,Baden-Württemberg
Besucher,61,75680.86,,1,42.0,K1270,Sachsen
Besucher,37,39528.49,,1,19.0,K1646,Bayern
Besucher,32,44270.05,,1,45.0,K1730,Niedersachsen
Besucher,70,74005.81,,0,42.0,K1493,Baden-Württemberg
Besucher,34,43060.35,,1,32.0,K1181,Nordrhein-Westfalen
Besucher,60,71786.36,,1,36.0,K1386,Bayern
Besucher,48,60260.02,,0,30.0,K1817,Berlin
Besucher,37,45165.04,,1,36.0,K1443,Bayern
Besucher,68,98083.37,,1,22.0,K1432,Berlin
Besucher,44,43990.6,,1,35.0,K1426,Brandenburg
Besucher,48,54965.09,,1,30.0,K1650,Niedersachsen
Besucher,53,53797.07,,1,24.0,K1695,Hessen
Besucher,61,75646.61,,1,45.0,K1396,Bayern
Besucher,67,85750.08,,0,41.0,K1570,Nordrhein-Westfalen
Besucher,49,49362.36,,0,36.0,K1919,Thüringen
Besucher,40,39581.25,,1,5.0,K1547,Niedersachsen
Besucher,53,72005.36,,0,27.0,K1775,Nordrhein-Westfalen
Besucher,50,64800.0,,1,35.0,K1567,Thüringen
Besucher,54,73773.47,,1,23.0,K1391,Berlin
Besucher,49,51990.86,,1,29.0,K1314,Berlin
Besucher,40,62840.37,,0,35.0,K1774,Nordrhein-Westfalen
Besucher,30,46686.49,,1,36.0,K1332,Sachsen
